-0.00951391, -0.0201341
-0.00932318, -0.0196916
-0.00914007, -0.0192643
-0.0089646, -0.0188524
-0.00879675, -0.018448
-0.0086289, -0.0180665
-0.0084458, -0.0176698
-0.00829703, -0.0173265
-0.00814444, -0.0169793
-0.00799948, -0.0166398
-0.00785071, -0.0163156
-0.00771335, -0.015999
-0.00757983, -0.01569
-0.00745013, -0.0153924
-0.00732043, -0.0151024
-0.00719455, -0.0148202
-0.00707248, -0.0145493
-0.00695041, -0.0142861
-0.00683597, -0.0140229
-0.00672534, -0.0137749
-0.0066109, -0.0135308
-0.00650409, -0.0132943
-0.00639728, -0.0130654
-0.00629809, -0.0128365
-0.00619891, -0.0126191
-0.00609973, -0.0124093
-0.00600055, -0.0121995
-0.005909, -0.0119935
-0.00581744, -0.0117989
-0.00572971, -0.0116044
-0.00564197, -0.0114136
-0.00555804, -0.0112267
-0.00547412, -0.0110474
-0.0053902, -0.0108758
-0.00531009, -0.0107003
-0.00522998, -0.0105363
-0.00515369, -0.0103722
-0.00507739, -0.0102082
-0.00500491, -0.0100518
-0.00493243, -0.0098992
-0.00485995, -0.00974661
-0.00479129, -0.00960165
-0.00472644, -0.00945669
-0.00465396, -0.00931555
-0.00458911, -0.00917822
-0.00452426, -0.00904089
-0.0044575, -0.00890356
-0.00439838, -0.00877768
-0.00433543, -0.00864989
-0.00427821, -0.00852591
-0.00421908, -0.00840193
-0.00415996, -0.00828367
-0.00410464, -0.00816542
-0.00404742, -0.00804907
-0.00399211, -0.00793654
-0.0039387, -0.007824
-0.00388528, -0.00771335
-0.00383379, -0.00760654
-0.00378229, -0.00750163
-0.0037327, -0.00739673
-0.00368501, -0.00729564
-0.00363161, -0.00719646
-0.00358583, -0.00709727
-0.00354005, -0.007
-0.00349237, -0.00690654
-0.00344659, -0.00681117
-0.00340272, -0.00671962
-0.00335695, -0.00662997
-0.00331499, -0.00653842
-0.00327112, -0.00645259
-0.00322916, -0.00636485
-0.00318529, -0.00628284
-0.00314523, -0.00619891
-0.00310518, -0.00611499
-0.00306512, -0.00603488
-0.00302698, -0.00595668
-0.00298692, -0.00587848
-0.00295068, -0.00580028
-0.00291254, -0.00572398
-0.0028763, -0.0056515
-0.00284006, -0.00557521
-0.00280191, -0.00550464
-0.00276758, -0.00543216
-0.00273325, -0.00536159
-0.00269701, -0.00529292
-0.00266458, -0.00522426
-0.00263025, -0.0051575
-0.00259782, -0.00509074
-0.0025654, -0.00502589
-0.00253297, -0.00496104
-0.00250246, -0.0048981
-0.00247003, -0.00483325
-0.00243951, -0.00477222
-0.00240709, -0.00471118
-0.00237848, -0.00465015
-0.00234987, -0.00459102
-0.00231935, -0.00453189
-0.00228883, -0.00447467
-0.00225641, -0.00441745
-0.00222875, -0.00436309
-0.0022011, -0.00430778
-0.00217344, -0.00425342
-0.00214578, -0.00419906
-0.00211908, -0.00414565
-0.00209238, -0.00409225
-0.00206567, -0.00403979
-0.00203992, -0.0039883
-0.00201418, -0.0039368
-0.00198938, -0.00388719
-0.00196458, -0.00383665
-0.00193978, -0.00378801
-0.00191499, -0.00373937
-0.00189114, -0.00369169
-0.0018673, -0.003644
-0.00184251, -0.00359727
-0.00181962, -0.0035515
-0.00179673, -0.00350572
-0.00177384, -0.00345995
-0.00175191, -0.00341608
-0.00172902, -0.00337125
-0.00170708, -0.00332738
-0.00168515, -0.00328447
-0.00166417, -0.00324251
-0.00164223, -0.00319959
-0.0016203, -0.00315858
-0.00159932, -0.00311662
-0.00157929, -0.00307657
-0.00155926, -0.00303651
-0.00153828, -0.00299551
-0.00151921, -0.00295736
-0.00149918, -0.0029173
-0.00147916, -0.00287916
-0.00145913, -0.00284101
-0.00144006, -0.00280286
-0.00142098, -0.00276567
-0.00140191, -0.00272848
-0.00138379, -0.00269224
-0.00136472, -0.002656
-0.0013466, -0.00261976
-0.00132943, -0.00258447
-0.00131131, -0.00254919
-0.00129414, -0.0025139
-0.00127507, -0.00248052
-0.0012579, -0.00244619
-0.00124074, -0.00241281
-0.00122357, -0.00237943
-0.00120736, -0.00234605
-0.00119019, -0.00231268
-0.00117398, -0.0022812
-0.00115681, -0.00224878
-0.0011406, -0.00221731
-0.00112534, -0.00218584
-0.00110818, -0.00215437
-0.00109292, -0.00212385
-0.00107766, -0.00209333
-0.00106145, -0.00206281
-0.00104619, -0.00203325
-0.00103093, -0.00200273
-0.00101567, -0.00197412
-0.00100137, -0.00194455
