50082.0, 0.050854, -0.0480921
50082.02002002002, 0.0507777, -0.0479853
50082.04004004004, 0.0508273, -0.048054
50082.06006006006, 0.0508845, -0.0481265
50082.08008008008, 0.0509379, -0.0481989
50082.1001001001, 0.0509913, -0.0482752
50082.12012012012, 0.0510447, -0.0483515
50082.14014014014, 0.0511019, -0.0484278
50082.16016016016, 0.0511591, -0.0485003
50082.18018018018, 0.0512087, -0.0485728
50082.2002002002, 0.0512698, -0.0486453
50082.22022022022, 0.051327, -0.0487216
50082.24024024024, 0.0513804, -0.048794
50082.260260260264, 0.0514376, -0.0488665
50082.28028028028, 0.0514948, -0.0489428
50082.3003003003, 0.0515482, -0.0490191
50082.32032032032, 0.0516093, -0.0490954
50082.34034034034, 0.0516627, -0.0491755
50082.36036036036, 0.0517199, -0.0492518
50082.38038038038, 0.0517733, -0.0493319
50082.4004004004, 0.0518382, -0.0494044
50082.42042042042, 0.0518878, -0.0494845
50082.44044044044, 0.051945, -0.0495608
50082.46046046046, 0.0520022, -0.0496333
50082.48048048048, 0.0520632, -0.0497172
50082.5005005005, 0.0521166, -0.0497897
50082.52052052052, 0.05217, -0.0498698
50082.54054054054, 0.0522311, -0.0499499
50082.56056056056, 0.0522883, -0.0500262
50082.58058058058, 0.0523455, -0.0501063
50082.6006006006, 0.0524065, -0.0501826
50082.62062062062, 0.0524638, -0.0502627
50082.64064064064, 0.0525248, -0.0503428
50082.66066066066, 0.052582, -0.0504229
50082.68068068068, 0.0526431, -0.0504992
50082.7007007007, 0.0527003, -0.0505793
50082.72072072072, 0.0527575, -0.0506632
50082.74074074074, 0.0528185, -0.0507472
50082.760760760764, 0.0528758, -0.0508311
50082.780780780784, 0.0529368, -0.0509074
50082.800800800804, 0.0529978, -0.0509837
50082.82082082082, 0.053055, -0.0510638
50082.84084084084, 0.0531199, -0.0511515
50082.86086086086, 0.0531809, -0.0512354
50082.88088088088, 0.0532382, -0.0513194
50082.9009009009, 0.0532954, -0.0514033
50082.92092092092, 0.0533602, -0.0514872
50082.94094094094, 0.0534213, -0.0515749
50082.96096096096, 0.0534861, -0.0516551
50082.98098098098, 0.0535433, -0.0517352
50083.001001001, 0.0536044, -0.0518191
50083.02102102102, 0.0536692, -0.0519068
50083.04104104104, 0.0537302, -0.0519946
50083.06106106106, 0.0537913, -0.0520785
50083.08108108108, 0.0538485, -0.0521662
50083.1011011011, 0.0539134, -0.052254
50083.12112112112, 0.0539744, -0.0523455
50083.14114114114, 0.0540392, -0.0524294
50083.16116116116, 0.0541003, -0.0525172
50083.18118118118, 0.0541613, -0.0526011
50083.2012012012, 0.0542262, -0.0526927
50083.22122122122, 0.0542872, -0.0527804
50083.24124124124, 0.0543482, -0.0528681
50083.261261261265, 0.0544093, -0.0529559
50083.281281281284, 0.0544779, -0.0530512
50083.301301301304, 0.0545352, -0.053139
50083.321321321324, 0.0546, -0.0532267
50083.341341341344, 0.054661, -0.0533183
50083.36136136136, 0.0547259, -0.053406
50083.38138138138, 0.0547945, -0.0535014
